N°,ZONA,DISTRITO,PROVINCIA,CANTON,PARROQUIA,TIPO_EDUCACION,AMIE,INSTITUCION,SOSTENIMIENTO,JURISDICCION,REGIMEN,ZONA_INEC,NIVEL_DE_EDUCACION,NRO_NINOS,AUX_ANIO_DOTACION,AUX_T_IE,MD_ANIO_DOTACION,MD_PARALELOS,MD_MONTO_USD,M_ANIO_DOTACION,M_TIPO_DE_AMBIENTE,M_MONTO_USD,JE_ANIO_DOTACION,JE_CANTIDAD,JE_MONTO_USD,AUX_IE_MATERIAL,SAE,REVISION_DNIF,DIMENSIONES,LONGITUD,LATITUD
56,Zona 3,06D01,CHIMBORAZO,RIOBAMBA,MALDONADO,Ordinario,06H00110,UNIDAD EDUCATIVA  LICEO POLICIAL CHIMBORAZO,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,37,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.6398516239,-1.68237852224
57,Zona 3,06D01,CHIMBORAZO,RIOBAMBA,VELASCO,Ordinario,06H00166,UNIDAD EDUCATIVA  MIGUEL ANGEL LEON PONTON,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,183,2027,1,2027,8,22549.92,2027,8,10080,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.6468378815,-1.66628424567
58,Zona 3,06D01,CHIMBORAZO,RIOBAMBA,SAN LUIS,Ordinario,06H00215,UNIDAD EDUCATIVA MILTON REYES,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,18,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,27 de largo por 8 de ancho ,-78.6414864467,-1.70705372516
59,Zona 3,06D01,CHIMBORAZO,RIOBAMBA,VELOZ,Ordinario,06H00232,UNIDAD EDUCATIVA  ISABEL DE GODIN,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,125,2027,1,2027,6,16912.44,2027,6,7560,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.6509613469,-1.67950813464
60,Zona 3,18D05,TUNGURAHUA,SANTIAGO DE PILLARO,PILLARO,Ordinario,18H00566,ESCUELA DE EDUCACION BASICA UNION NACIONAL DE PERIODISTAS,FISCAL,Intercultural,SIERRA,Urbana,Inicial y EGB,90,2027,1,2027,4,11274.96,2027,4,5040,,0.0,0.0,ML_Mo,,,,-78.5420424149,-1.16904012019
61,Zona 3,06D01,CHIMBORAZO,RIOBAMBA,CALPI,Ordinario,06H00317,UNIDAD EDUCATIVA VICTOR PROAÑO CARRION,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,39,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.7416176699,-1.64761209225
62,Zona 3,06D01,CHIMBORAZO,RIOBAMBA,CUBIJIES,Ordinario,06H00337,ESCUELA DE EDUCACION BASICA ANDOAS,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,18,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.60444199290001,-1.64926246893
63,Zona 3,06D01,CHIMBORAZO,RIOBAMBA,LICTO,Ordinario,06H00363,ESCUELA DE EDUCACION  BASICA   CACIQUE PINTAG,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,15,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.6047511263,-1.76941307458
64,Zona 3,06D01,CHIMBORAZO,RIOBAMBA,PUNGALA,Ordinario,06H00410,ESCUELA DE EDUCACION BASICA  AMBROSIO NORIEGA,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,25,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.5939492769,-1.81681986042
65,Zona 3,06D01,CHIMBORAZO,RIOBAMBA,QUIMIAG,Ordinario,06H00471,ESCUELA DE EDUCACION BASICA  BERNARDO CASTILLO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,18,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.569430592,-1.65755887296
66,Zona 3,18D04,TUNGURAHUA,SAN PEDRO DE PELILEO,EL ROSARIO (RUMICHACA),Ordinario,18H00527,ESCUELA DE EDUCACION BASICA ATAHUALPA,FISCAL,Intercultural,SIERRA,Rural,Inicial y EGB,23,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,,,,-78.5460571723,-1.27711307071
67,Zona 3,06D01,CHIMBORAZO,RIOBAMBA,SAN LUIS,Ordinario,06H00512,ESCUELA DE EDUCACION BASICA NIDIA JARAMILLO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,36,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.6440779569,-1.69670828531
68,Zona 3,06D04,CHIMBORAZO,GUAMOTE,PALMIRA,Ordinario,06H01004,UNIDAD EDUCATIVA DEL MILENIO GUARDIANA DE LA LENGUA 27 DE FEBRERO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,25,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.7341270207,-2.07930877966
69,Zona 3,06D05,CHIMBORAZO,GUANO,ILAPO,Ordinario,06H01064,UNIDAD EDUCATIVA DR MANUEL RODRIGUEZ OROZCO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,13,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,10 METROS POR 20 METROS,-78.5849782774,-1.54030779944
70,Zona 3,06D05,CHIMBORAZO,GUANO,SAN ANDRES,Ordinario,06H01076,UNIDAD EDUCATIVA ONCE DE NOVIEMBRE,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,29,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.7517209856,-1.56507190266
71,Zona 3,06D05,CHIMBORAZO,GUANO,SAN ANDRES,Ordinario,06H01081,ESCUELA DE EDUCACION BASICA REPUBLICA FEDERAL DE ALEMANIA,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,11,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.7439636988,-1.55277788945
72,Zona 3,06D05,CHIMBORAZO,GUANO,SAN ANDRES,Ordinario,06H01082,UNIDAD EDUCATIVA SAN PABLO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,20,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.7233220607,-1.5600328664
73,Zona 3,06D05,CHIMBORAZO,GUANO,SAN ANDRES,Ordinario,06H01085,ESCUELA DE EDUCACION BASICA BOLIVAR CHIRIBOGA BAQUERO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,7,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,5x8m,-78.7346890957,-1.55667324508
74,Zona 3,06D05,CHIMBORAZO,GUANO,SAN ANDRES,Ordinario,06H01090,UNIDAD EDUCATIVA TUNTATACTO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,17,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.7232009212,-1.53039939248
75,Zona 3,06D05,CHIMBORAZO,GUANO,SAN ANDRES,Ordinario,06H01095,ESCUELA DE EDUCACION BASICA NUEVE DE OCTUBRE,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,18,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,400metros,-78.7601609589,-1.55203584331
76,Zona 3,06D05,CHIMBORAZO,GUANO,SAN ISIDRO DE PATULU,Ordinario,06H01172,UNIDAD EDUCATIVA SAN ISIDRO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,15,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.6932550785,-1.58588106402
77,Zona 3,06D05,CHIMBORAZO,GUANO,SAN JOSE DEL CHAZO,Ordinario,06H01196,UNIDAD EDUCATIVA JOSE ENRIQUE RODO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,8,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.5492264267,-1.5281997372
78,Zona 3,06D05,CHIMBORAZO,GUANO,SANTA FE DE GALAN,Ordinario,06H01197,ESCUELA DE EDUCACION BASICA JOSE ANTONIO LIZARZABURU,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,16,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,100,-78.5628208941,-1.49133609573
79,Zona 3,06D05,CHIMBORAZO,PENIPE,SAN ANTONIO DE BAYUSHIG,Ordinario,06H01290,UNIDAD EDUCATIVA MANUEL ALVAREZ MENDEZ,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,29,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,300 metros cuadrados ,-78.5196243099,-1.55055445384
80,Zona 7,07D04,EL ORO,BALSAS,BELLAMARIA,Ordinario,07H00516,UNIDAD EDUCATIVA BELLAMARIA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,18,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.8478055404,-3.76041670567
81,Zona 6,03D03,CAÑAR,LA TRONCAL,PANCHO NEGRO,Ordinario,03H00795,UNIDAD EDUCATIVA DEL MILENIO GRAL. ELOY ALFARO DELGADO,FISCAL,Intercultural,COSTA,Rural,"Inicial, Educacion Basica y Bachillerato",89,2027,1,2027,3,8456.22,2027,3,3780,,0.0,0.0,ML_Mo,,,,-79.4899907457,-2.50480641358
82,Zona 3,18D01,TUNGURAHUA,AMBATO,ATAHUALPA (CHISALATA),Ordinario,18H00175,UNIDAD EDUCATIVA ATAHUALPA,FISCAL,Intercultural,SIERRA,Rural,"Inicial, Educacion Basica y Bachillerato",158,2027,1,2027,7,19731.18,2027,7,8820,,0.0,0.0,ML_Mo,,,,-78.611807984,-1.21464326298
83,Zona 7,07D01,EL ORO,EL GUABO,EL GUABO,Ordinario,07H00596,ESCUELA DE EDUCACION BASICA OSCAR EFREN REYES,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,116,2027,1,2027,4,11274.96,2027,4,5040,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,6 m de ancho x 54m de largo,-79.8295278204,-3.24280594995
84,Zona 7,07D01,EL ORO,EL GUABO,EL GUABO,Ordinario,07H00605,ESCUELA DE EDUCACION BASICA ZOILA UGARTE DE LANDIVAR,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,123,2027,1,2027,5,14093.7,2027,5,6300,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,20x20,-79.8336389518,-3.24505599432
85,Zona 6,01D01,AZUAY,CUENCA,CHECA (JIDCAY),Ordinario,01H00578,UNIDAD EDUCATIVA CHECA,FISCAL,Intercultural,SIERRA,Rural,"Inicial, Educacion Basica y Bachillerato",29,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,,,,-78.9942499923,-2.81241665828
86,Zona 6,01D01,AZUAY,CUENCA,RICAURTE,Ordinario,01H00764,ESCUELA DE EDUCACION BASICA  HNO ENRIQUE VAZQUEZ PACHECO,FISCAL,Intercultural,SIERRA,Rural,Inicial y EGB,18,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,,,,-78.9535036083,-2.87275414532
87,Zona 7,07D01,EL ORO,EL GUABO,BARBONES (SUCRE),Ordinario,07H00635,UNIDAD EDUCATIVA PROVINCIA DE LOS RIOS,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,131,2027,1,2027,5,14093.7,2027,5,6300,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.8526112045,-3.19047256696
88,Zona 6,01D04,AZUAY,GUALACEO,SAN JUAN,Ordinario,01H01870,UNIDAD EDUCATIVA DEL MILENIO PAIGUARA,FISCAL,Intercultural,SIERRA,Rural,"Inicial, Educacion Basica y Bachillerato",16,2027,1,2027,3,8456.22,2027,3,3780,,0.0,0.0,ML_Mo,,,,-78.7953935929,-2.94242081071
89,Zona 6,01D01,AZUAY,CUENCA,RICAURTE,Ordinario,01H00777,ESCUELA DE EDUCACION BASICA VICENTE LEON PICON,FISCAL,Intercultural,SIERRA,Rural,Inicial y EGB,32,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,,,10 m x 5 m,-78.9789343429,-2.8454479109
90,Zona 1,08D04,ESMERALDAS,QUININDE,MALIMPIA,Ordinario,08H00979,UNIDAD EDUCATIVA GABRIELA MISTRAL,FISCAL,Intercultural,COSTA,Rural,"Inicial, Educacion Basica y Bachillerato",30,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,,,400 m,-79.1984533501,0.417859212909
91,Zona 7,07D01,EL ORO,EL GUABO,TENDALES (CAB. EN PUERTO TENDALES),Ordinario,07H00673,UNIDAD EDUCATIVA JAMBELI,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,50,2027,1,2027,3,8456.22,2027,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.8888719289,-3.1124992366
92,Zona 7,07D05,EL ORO,HUAQUILLAS,UNION LOJANA,Ordinario,07H00733,ESCUELA DE EDUCACION BASICA PRESIDENTE JAIME ROLDOS AGUILERA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,40,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,20X40,-80.215776602,-3.48109274058
93,Zona 4,13D03,MANABI,JIPIJAPA,PEDRO PABLO GOMEZ,Ordinario,13H02069,ESCUELA DE EDUCACION BASICA ISIDRO AYORA ECUADOR,FISCAL,Intercultural,COSTA,Rural,Inicial y EGB,44,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,,,8mt X 20mt,-80.5602499961,-1.62452777911
94,Zona 6,03D03,CAÑAR,LA TRONCAL,MANUEL J. CALLE,Ordinario,03H00530,UNIDAD EDUCATIVA MANUEL DE J. CALLE,FISCAL,Intercultural,COSTA,Rural,"Inicial, Educacion Basica y Bachillerato",74,2027,1,2027,3,8456.22,2027,3,3780,,0.0,0.0,ML_Mo,,,,-79.3984507635,-2.35572327261
95,Zona 6,01D01,AZUAY,º,RICAURTE,Ordinario,01H00770,ESCUELA DE EDUCACION BASICA MANUEL MARIA PALACIOS BRAVO,FISCAL,Intercultural,SIERRA,Rural,Inicial y EGB,21,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,,,,-78.9735276394,-2.84302567122
96,Zona 4,13D08,MANABI,PICHINCHA,BARRAGANETE,Ordinario,13H03066,UNIDAD EDUCATIVA FISCAL ERNESTO VELASQUEZ KUFFO,FISCAL,Intercultural,COSTA,Rural,"Inicial, Educacion Basica y Bachillerato",42,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,,,10 METROS DE ANCHO Y 10 METROS DE LARGO ,-79.6995323859,-0.770305180334
97,Zona 2,17D11,PICHINCHA,MEJIA,CUTUGLAHUA,Ordinario,17H02294,SANTO DOMINGO DE CUTUGLAHUA,FISCAL,Intercultural,SIERRA,Rural,Educacion Inicial y Educacion General Basica,48,2027,1,2027,3,8456.22,2027,3,3780,2027.0,1.0,4944.0,ML_Mo_JE,,,14 X 10,-78.5635899156,-0.37367552104
98,Zona 6,01D01,AZUAY,CUENCA,CHIQUINTAD,Ordinario,01H00581,UNIDAD EDUCATIVA CHIQUINTAD,FISCAL,Intercultural,SIERRA,Rural,"Inicial, Educacion Basica y Bachillerato",69,2027,1,2027,3,8456.22,2027,3,3780,,0.0,0.0,ML_Mo,,,,-78.9995356885,-2.80997913002
99,Zona 6,03D03,CAÑAR,LA TRONCAL,MANUEL J. CALLE,Ordinario,03H00554,UNIDAD EDUCATIVA AMAZONAS,FISCAL,Intercultural,COSTA,Rural,"Inicial, Educacion Basica y Bachillerato",65,2027,1,2027,3,8456.22,2027,3,3780,2027.0,1.0,4944.0,ML_Mo_JE,,,OCHO POR SEIS METROS TOTAL: 48 METROS CUADRADOS ,-79.3019995071,-2.34438191371
100,Zona 6,01D04,AZUAY,GUALACEO,DANIEL CORDOVA TORAL (EL ORIENTE),Ordinario,01H01026,ESCUELA DE EDUCACION BASICA DR MARIANO CUEVA,FISCAL,Intercultural,SIERRA,Rural,Inicial y EGB,19,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,,,5 metros de largo x 6 metros de ancho ,-78.7422222534,-2.87555551059
101,Zona 7,07D01,EL ORO,PASAJE,BUENAVISTA,Ordinario,07H00866,ESCUELA DE EDUCACION BASICA MANUEL ISAAC ENCALADA ZUÑIGA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,72,2027,1,2027,3,8456.22,2027,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.84450003,-3.36172220303
102,Zona 6,03D03,CAÑAR,LA TRONCAL,PANCHO NEGRO,Ordinario,03H00558,UNIDAD EDUCATIVA 6 DE AGOSTO,FISCAL,Intercultural,COSTA,Rural,"Inicial, Educacion Basica y Bachillerato",62,2027,1,2027,3,8456.22,2027,3,3780,2027.0,1.0,4944.0,ML_Mo_JE,,,80 largo por 80 ancho,-79.3781188783,-2.45039429557
103,Zona 6,03D03,CAÑAR,LA TRONCAL,LA TRONCAL,Ordinario,03H00510,ESCUELA DE EDUCACION BASICA 5 DE FEBRERO,FISCAL,Intercultural,COSTA,Urbana,Inicial y EGB,63,2027,1,2027,3,8456.22,2027,3,3780,2027.0,1.0,4944.0,ML_Mo_JE,,,5 de ancho por 25,-79.3356589915,-2.42168146453
104,Zona 6,01D06,AZUAY,SEVILLA DE ORO,PALMAS,Ordinario,01H01512,UNIDAD EDUCATIVA LAS PALMAS,FISCAL,Intercultural,SIERRA,Rural,"Inicial, Educacion Basica y Bachillerato",22,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,,,5 x 10,-78.6332879898,-2.71974900448
105,Zona 7,07D01,EL ORO,PASAJE,CAÑAQUEMADA,Ordinario,07H00918,ESCUELA DE EDUCACION BASICA TEMISTOCLES ROMERO LUCIN,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,30,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.818388933,-3.29486148534
106,Zona 7,07D04,EL ORO,PIÑAS,LA MATRIZ,Ordinario,07H00925,ESCUELA DE EDUCACION BASICA TERESA MOLINA DE MUÑOZ,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,64,2027,1,2027,3,8456.22,2027,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.6779462629,-3.68111321669
107,Zona 7,07D04,EL ORO,PIÑAS,LA MATRIZ,Ordinario,07H00943,ESCUELA DE EDUCACION BASICA DR GONZALO ABAD GRIJALVA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,71,2027,1,2027,3,8456.22,2027,3,3780,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,22 metros de largo por 9 de ancho,-79.6800003345,-3.68191481458
108,Zona 7,07D04,EL ORO,PIÑAS,LA MATRIZ,Ordinario,07H00950,ESCUELA DE EDUCACION BASICA DR FEDERICO GONZALEZ SUAREZ,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,47,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,10 m x 7m,-79.6838077498,-3.68066969482
109,Zona 7,07D04,EL ORO,PIÑAS,LA BOCANA,Ordinario,07H00971,ESCUELA DE EDUCACION BASICA DR. MIGUEL MORENO ORDOÑEZ,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,17,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.9015027611,-3.68855305218
110,Zona 7,07D04,EL ORO,PIÑAS,SARACAY,Ordinario,07H00991,UNIDAD EDUCATIVA JUAN JOSE LOAYZA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,33,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.859582893,-3.64664972716
111,Zona 7,07D06,EL ORO,SANTA ROSA,SANTA ROSA,Ordinario,07H01035,ESCUELA DE EDUCACION BASICA SIMON BOLIVAR,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,46,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,LARGO 30M Y ANCHO 17.5 ,-80.0054133093,-3.4551832168
112,Zona 7,07D06,EL ORO,SANTA ROSA,SANTA ROSA,Ordinario,07H01036,UNIDAD EDUCATIVA DR ALFREDO PEREZ GUERRERO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,70,2027,1,2027,3,8456.22,2027,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.9664786071,-3.45586439724
113,Zona 7,07D06,EL ORO,SANTA ROSA,SANTA ROSA,Ordinario,07H01062,UNIDAD EDUCATIVA EUGENIO ESPEJO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,37,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.9614110952,-3.44343105361
114,Zona 7,07D06,EL ORO,SANTA ROSA,SANTA ROSA,Ordinario,07H01105,ESCUELA DE EDUCACION BASICA GUILLERMINA UNDA DE GARCIA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,35,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.9709885904,-3.44781110791
115,Zona 7,07D06,EL ORO,SANTA ROSA,BELLAVISTA,Ordinario,07H01125,UNIDAD EDUCATIVA ORIENTE ECUATORIANO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,39,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.9673620534,-3.50148630598
116,Zona 7,07D06,EL ORO,SANTA ROSA,LA AVANZADA,Ordinario,07H01141,UNIDAD EDUCATIVA 13 DE ABRIL,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,37,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,5mx 7,-79.9614866318,-3.53459513442
117,Zona 7,07D06,EL ORO,SANTA ROSA,VICTORIA,Ordinario,07H01166,UNIDAD EDUCATIVA JUAN MONTALVO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,38,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.8388063829,-3.39576955924
118,Zona 7,07D06,EL ORO,SANTA ROSA,VICTORIA,Ordinario,07H01169,UNIDAD EDUCATIVA ROSA DE LUXEMBURGO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,34,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.8577400386,-3.37022984915
119,Zona 7,07D01,EL ORO,EL GUABO,TENDALES (CAB. EN PUERTO TENDALES),Ordinario,07H01493,UNIDAD EDUCATIVA GENERAL ELOY ALFARO DELGADO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,75,2027,1,2027,3,8456.22,2027,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.8526601056,-3.12625343849
120,Zona 1,04D02,CARCHI,MONTUFAR,GONZALEZ SUAREZ,Ordinario,04H00335,UNIDAD EDUCATIVA JOSE JULIAN ANDRADE,FISCAL,Intercultural,SIERRA,Urbana,"Inicial, Educacion Basica y Bachillerato",76,2027,1,2027,6,16912.44,2027,6,7560,2027.0,1.0,4944.0,ML_Mo_JE,,,10X 10 M,-77.8370225889,0.599491965369
121,Zona 1,08D01,ESMERALDAS,ESMERALDAS,CAMARONES (CAB. EN SAN VICENTE),Ordinario,08H00210,UNIDAD EDUCATIVA FRANKLIN TELLO MERCADO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,65,2027,1,2027,4,11274.96,2027,4,5040,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,6 METROS DE ANCHO X 6 METROS DE LARGO= 36 METROS CUADRADOS ,-79.5651546203,0.991329704409
122,Zona 1,08D01,ESMERALDAS,ESMERALDAS,CORONEL CARLOS CONCHA TORRES (CAB. EN HUELE),Ordinario,08H00221,UNIDAD EDUCATIVA 10 DE SEPTIEMBRE,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,28,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,15 POR 15 METROS CERCA DEL AULA DE INICIAL ,-79.6889742597,0.710885876894
123,Zona 1,08D06,ESMERALDAS,RIOVERDE,LAGARTO,Ordinario,08H01410,UNIDAD EDUCATIVA AURELIA BECERRA DE QUIÑONEZ,FISCAL,Intercultural,COSTA,Rural,"Inicial, Educacion Basica y Bachillerato",58,2027,1,2027,3,8456.22,2027,3,3780,2027.0,1.0,4944.0,ML_Mo_JE,,,6x10,-79.2785837276,1.04303295401
124,Zona 6,01D01,AZUAY,CUENCA,BELLAVISTA,Ordinario,01H00061,UNIDAD EDUCATIVA TRES DE NOVIEMBRE,FISCAL,Intercultural,SIERRA,Urbana,"Inicial, Educacion Basica y Bachillerato",81,2027,1,2027,4,11274.96,2027,4,5040,2027.0,1.0,4944.0,ML_Mo_JE,,,96 metros cuadrados ,-79.0082618126,-2.89137768545
125,Zona 1,08D01,ESMERALDAS,ESMERALDAS,SAN MATEO,Ordinario,08H00309,ESCUELA DE EDUCACION BASICA DELFINA JIJON DE CONCHA,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,32,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,0,-79.6308226416,0.867647581891
